id logtype campaign_id userid
6221536822964322461 0 0 6206256128168428504
6221536818697994815 0 1411510 6136505953763787734
6221536822935355599 0 0 6122485136107110480
6221536822943809693 0 0 6134942087462846558
6221536822973038749 0 0 6206256128168428504
6221536818660442361 2 1450786 6219954449611161975
6221536822934962425 0 0 6219954449611161975
6221536822949707963 2 1450786 0
6221536822961504831 0 352777 6219608481411233813
6221536822940729593 0 1450786 6219954449611161975
6221536822947021049 0 0 6219954449611161975
6221536822950625529 0 0 6219954449611161975
6221536822938697815 0 1365972 6041806357301100624
6221536822942302415 0 1365972 6122485136107110480
6221536822936404217 2 1450786 6219954449611161975
6221536822939484735 0 38648 6143973458806571215
6221536827267940559 0 1404996 6122485136107110480
6221536827239957055 0 0 6141982238935875791
6221536827270037711 0 0 5945270073891094868
6221536827241333311 0 1289896 6136505953763787734
6221536827249656383 0 1451641 6175513529643761677
6221536827276263611 0 0 0
6221536827256275131 0 352777 6023142542546108428
6221536827285045440 0 0 0
6221536827277574301 0 0 6221536749976223831
6221536827253653661 2 1450768 6206256128168428504
6221536831573786711 0 1404996 6041806357301100624
6221536831541805213 0 1411510 6206256128168428504
6221536831565725819 0 352777 6174803717583668183
6221536831584534685 0 352777 5985159732980809754
6221536827289764027 0 0 0
6221536831561728187 0 0 0
6221536831572148799 0 38648 6141982238935875791
6221536835843981887 2 1396020 6058245009629184089
6221536835830940223 2 1396020 6100195883636884438
6221536835855712831 0 1396020 6100195883636884438
6221536835874521175 0 1450768 6118588376709005369
6221536835866591389 0 1450768 6206256128168428504
6221536835821371579 2 1450786 6217475776768573474
6221536835829301435 0 0 6217475776768573474
6221536835852435579 0 352777 6137117771874238558
6221536835860037819 0 1450786 6217475776768573474
6221536835836707003 2 1450786 6217475776768573474
6221536835824582863 0 0 6221536749976223831
6221536840166539421 2 1396020 6058245009629184089
6221536840115618367 0 0 6100195883636884438
6221536840156512463 0 0 0
6221536840174928447 0 0 6058245009629184089
6221536840155791935 0 352777 6221527782039879692
6221536835878781504 0 0 21527147161
6221536840123417151 0 1365972 6100195883636884438
6221536840117059741 0 38648 6134942087462846558
6221536840145699023 0 38648 5945270073891094868
6221536844453642427 2 1396020 12671858913
6221536844469305919 2 1396020 6171302073704579265
6221536844429525567 0 1411510 6100195883636884438
6221536844434833600 0 0 0
6221536844416876731 0 0 6217475776768573474
6221536844452528315 0 0 6217475776768573474
6221536844411961919 0 1365972 6058245009629184089
6221536844420743375 0 38648 0
6221536848722526415 2 1396020 12671858913
6221536848742514880 2 1450768 6221125412323981315
6221536848752279744 0 0 6221125412323981315
6221536848732946619 0 0 12671858913
6221536848707977791 0 1404996 6100195883636884438
6221536848753983695 2 1477821 6037691035597668407
6221536848742907991 0 352777 6140508416609485784
6221536848751952059 0 1365972 12671858913
6221536848713679055 0 38648 6103866744947212343
6221536853047640251 2 1450768 6217047100349546557
6221536853025096255 0 1396020 6171302073704579265
6221536853004779712 0 0 6221125412323981315
6221536853039055423 0 0 6171302073704579265
6221536853052031551 0 0 0
6221536852999536847 0 1477821 6037691035597668407
6221536853049606301 0 352777 5907542776231297292
6221536852999536889 0 0 0
6221536853012775119 0 1413698 6037691035597668407
6221536853015199936 2 1450768 6221125412323981315
6221536857328452159 0 1289896 6058245009629184089
6221536857330417851 0 1404996 12671858913
6221536857311805627 0 0 6217047100349546557
6221536857325502656 0 1411510 6221125412323981315
6221536857308725440 0 0 17754506739
6221536857315803323 0 0 6217047100349546557
6221536857334153423 2 1477821 6031459540564705338
6221536857338151119 0 1477821 6031459540564705338
6221536857296208079 0 1404996 6037691035597668407
6221536857298043455 0 1365972 6171302073704579265
6221536861614768315 2 1396020 6204409021642110992
6221536861643079887 2 1396020 6204409021642110992
6221536861609656512 2 1450768 6221536217353549845
6221536861636001984 2 1450768 6132485769896460343
6221536861615358144 0 0 6221536217353549845
6221536861640523968 0 0 6132485769896460343
6221536861606576703 0 1411510 6171302073704579265
6221536861620994240 0 0 6221536217353549845
6221536861594058959 0 352777 6167532295001801689
6221536861616996539 0 352777 6023142542546108428
6221536857348702415 0 0 6031459540564705338
6221536861612277967 0 0 6031459540564705338
6221536861603037759 0 38648 0
6221536865903575163 2 1396020 10251843433
6221536865885094075 0 0 6204409021642110992
6221536865892630720 0 0 6132485769896460343
6221536865892171963 0 0 6056226731470619614
6221536865898594496 2 1477821 0
6221536865902198976 0 1477821 0
6221536865930707136 0 352777 6221536865927758016
6221536865911046336 0 0 0
6221536865890468027 0 1365972 6204409021642110992
6221536865898135744 2 1450768 6132485769896460343
6221536865886011584 0 38648 17754506739
6221536870211977408 2 1396020 10251843433
6221536870233604253 2 1450768 6044470723081602008
6221536870193037504 0 1411510 6132485769896460343
6221536870221938811 0 0 10251843433
6221536870220104255 0 1404996 6171302073704579265
6221536870228623517 2 1477821 0
6221536870233866397 0 1477821 0
6221536870190285007 0 0 6037691035597668407
6221536874522607739 2 1450768 6221534344752529469
6221536874475421853 0 0 6044470723081602008
6221536874477584541 0 0 6044470723081602008
6221536874487414976 0 1450768 6221125412323981315
6221536874501374144 0 1450768 6132485769896460343
6221536870237601979 0 0 0
6221536874493247737 0 0 5937633033646768471
6221536874509762717 0 1404996 0
6221536874537681053 0 0 0
6221536870236946555 0 1245213 10251843433
6221536874474111133 0 1245286 0
6221536874482106560 0 1404447 0
6221536874525032635 0 38648 6056226731470619614
6221536878773141627 0 1451641 10251843433
6221536878796996795 0 1451641 6204409021642110992
6221536878773534843 0 0 6221534344752529469
6221536878803157115 0 1411510 6221534344752529469
6221536878781268091 0 0 6221534344752529469
6221536878788935767 2 1477821 6220840613053923904
6221536878772945145 0 0 0
6221536874534666447 0 0 6037691035597668407
6221536878771962013 0 0 0
6221536878790770811 2 1450768 6221534344752529469
6221536883066929401 0 0 6012253992997028828
6221536883112673367 2 1477821 6221133263541240384
6221536883121717335 0 1477821 6221133263541240384
6221536883080364219 0 352777 6023142542546108428
6221536883111821469 0 352777 5907542776231297292
6221536883129843799 0 1245286 6221133263541240384
6221536883080233209 2 1396020 0
6221536887418978511 2 1396020 0
6221536887375790167 2 1450768 6096033656594890947
6221536887386079319 0 0 6096033656594890947
6221536887380640319 0 0 6175472804770874329
6221536887396565079 0 0 6096033656594890947
6221536887379853435 0 1450768 6221534344752529469
6221536887370744057 0 0 0
6221536887417340480 0 0 0
6221536887437262935 0 1404996 6221133263541240384
6221536887409672279 2 1450768 6096033656594890947
6221536891656143055 2 1396020 23414773103
6221536891665973435 2 1450768 6118590425398903770
6221536891679408320 2 1450768 6221536217353549845
6221536891698872527 2 1450768 5976506542119387199
6221536891682554048 0 0 6221536217353549845
6221536891687469243 0 0 6118590425398903770
6221536891711979727 0 0 5976506542119387199
6221536891656994903 0 1411510 6096033656594890947
6221536891665187065 0 0 0
6221536891687928000 0 0 6221536217353549845
6221536891695530171 0 0 6118590425398903770
6221536891716304983 0 1450768 6096033656594890947
6221536891730329687 2 1477821 6187210138655850703
6221536891736948823 0 1477821 6187210138655850703
6221536891673509975 0 0 6221133263541240384
6221536891723841623 0 0 6221133263541240384
6221536895957598457 2 1396020 5852731296949862744
6221536896003604667 2 1450768 6221514635142562812
6221536896001900751 0 1411510 5976506542119387199
6221536895963824335 0 0 5976506542119387199
6221536895985385664 0 0 5945119784401240409
6221536895954649663 0 1404996 6026733178156286024
6221536895972868671 2 1450786 6138720722372788431
6221536895977783871 0 0 6138720722372788431
6221536895954518103 0 352777 6140508416609485784
6221536891674099961 0 1365972 0
6221536895970050255 2 1450768 5976506542119387199
6221536900261478975 2 1396020 23414773103
6221536900296736891 2 1396020 5852731296949862744
6221536900250140859 2 1450768 5932050791619428672
6221536900260626681 2 1450768 6180152961918828738
6221536896010289339 0 0 6221514635142562812
6221536900259512507 0 0 5932050791619428672
6221536900248764603 0 0 6221514635142562812
6221536900265148623 0 0 23414773103
6221536900268622011 0 0 5932050791619428672
6221536900262133947 2 1450768 6221514635142562812
6221536900283826363 2 1450768 5932050791619428672
6221536900262658171 2 1450786 0
6221536900268425423 2 1477821 5789915072376471870
6221536900272816251 0 0 0
6221536900275896527 0 1477821 5789915072376471870
6221536900279631995 0 0 0
6221536900280811727 0 0 5789915072376471870
6221536900274520271 0 1365972 23414773103
6221536900246143225 0 38648 6012253992997028828
6221536900280222271 0 38648 6175472804770874329
6221536900300800157 2 1396020 6221536895980274240
6221536904584626752 2 1396020 6221536895980274240
6221536904573878359 2 1450768 6041806357301100624
6221536900262134009 0 0 6180152961918828738
6221536904580300887 0 0 6041806357301100624
6221536904539144441 0 0 6180152961918828738
6221536904546681081 0 0 5852731296949862744
6221536904598650967 0 0 6041806357301100624
6221536904593670301 0 0 6221536895980274240
6221536904547205327 0 1450768 5976506542119387199
6221536904541503737 2 1450768 6180152961918828738
6221536904560509015 2 1450786 6187210138655850703
6221536904560246976 2 1477821 6217084204575949772
6221536904554479703 0 1477821 6220840613053923904
6221536904564506711 0 0 6187210138655850703
6221536904565358784 0 1477821 6217084204575949772
6221536904542093887 0 0 6138720722372788431
6221536904574795863 0 0 6187210138655850703
6221536904573747392 0 0 6217084204575949772
6221536904548253945 0 1365972 5852731296949862744
6221536904575123543 0 1245286 6220840613053923904
6221536908873629903 2 1450768 6221524569415286971
6221536904561688825 0 0 5949133474296103371
6221536908850430201 0 0 0
6221536908845187159 0 83359 6220840613053923904
6221536908839813277 0 1365972 6221536895980274240
6221536913137926301 0 1404996 6221536895980274240
6221536913133404409 0 1289896 0
6221536913135960313 0 1289896 5852731296949862744
6221536913132486863 2 1450768 6122485136107110480
6221536913130782927 0 0 6221524569415286971
6221536913139564751 0 0 6122485136107110480
6221536913144217807 0 0 6221524569415286971
6221536913156997695 0 0 6208805848398037055
6221536913161519311 0 0 6122485136107110480
6221536913167745231 0 0 6138445135800500416
6221536913162764495 0 352777 6167532295001801689
6221536913172070523 0 352777 6174803717583668183
6221536913151492303 2 1450768 6221524569415286971
6221536913167417551 2 1450768 6122485136107110480
6221536913133732089 0 38648 0
6221536913180852799 0 38648 6208805848398037055
6221536917432172731 2 1396020 6056226731470619614
6221536917478637755 0 1396020 6056226731470619614
6221536917438333135 0 1411510 6122485136107110480
6221536913188126907 0 0 0
6221536917455568983 0 0 21115187729
6221536917445149247 0 38648 6221536797173875263
6221536921734349049 2 1450768 6211153962840160271
6221536921738674425 0 0 6211153962840160271
6221536921779044559 0 1411510 6221524569415286971
6221536921722880187 0 0 6056226731470619614
6221536921730023611 0 1365972 6056226731470619614
6221536921754927311 0 38648 6138445135800500416
6221536926020993231 0 1404996 23414773103
6221536926069162071 2 1450768 6203337465974423609
6221536926085742679 0 0 6203337465974423609
6221536926014243065 0 0 6211153962840160271
6221536926018830585 2 1450768 6211153962840160271
6221536926041637071 0 1450768 6122485136107110480
6221536926016733271 0 0 5821978227296829888
6221536926061560383 0 0 6138720722372788431
6221536926025515257 0 38648 5949133474296103371
6221536930321137913 2 1396020 6089001609731833890
6221536930364981405 2 1396020 6089001609731833890
6221536930308489403 0 1289896 6056226731470619614
6221536930323824727 0 0 6203337465974423609
6221536930325398079 0 0 6205567069404004475
6221536930344992955 0 0 5907216113895866688
6221536930337063119 0 1450768 6221524569415286971
6221536930341519936 2 1477821 6052342341570069463
6221536930345648704 0 1477821 6052342341570069463
6221536930323890425 2 1477821 6219954449611161975
6221536930324283641 0 1477821 6219954449611161975
6221536930328740089 0 0 6219954449611161975
6221536930350563904 0 1413708 6052342341570069463
6221536930337128535 2 1450768 6203337465974423609
6221536934623903831 2 1396020 6085665377906720963
6221536934668795991 2 1396020 6203943095001675786
6221536934647956031 2 1396020 6085665377906720963
6221536934618464831 2 1396020 5943996465765810679
6221536934637142203 2 1450768 6217047100349546557
6221536934648217787 0 0 6217047100349546557
6221536934653198911 0 1396020 5943996465765810679
6221536934622265431 0 1411510 6203337465974423609
6221536934607782137 0 0 6089001609731833890
6221536934613811287 0 0 5954181972134986232
6221536934623248960 0 0 5954798639227994525
6221536934650970687 0 0 0
6221536934658310331 0 0 6217047100349546557
6221536934607979072 0 1404996 6052342341570069463
6221536934654902848 0 0 6052342341570069463
6221536934610010361 0 1365972 6089001609731833890
6221536934605619449 0 0 6219954449611161975
6221536938912252091 2 1396020 6218879672711643193
6221536938920509597 2 1396020 6203943095001675786
6221536938907205881 0 1451641 6089001609731833890
6221536938926080187 0 1411510 6217047100349546557
6221536938931388503 0 0 6203943095001675786
6221536938955244095 0 0 5943996465765810679
6221536934676660311 0 1450768 6203337465974423609
6221536938915004603 0 352777 6218073679147107279
6221536934661980736 0 0 6052342341570069463
6221536938935451735 0 1365972 6203943095001675786
6221536938900717755 2 1450768 6217047100349546557
6221536938900849215 0 38648 6205567069404004475
6221536943214493883 0 1450768 6217047100349546557
6221536943248179407 0 352777 0
6221536943197192767 0 1365972 5943996465765810679
6221536943213838585 0 38648 5959059873876279353
6221536943248769599 0 38648 0
6221536947506577495 2 1450768 6083414041971195937
6221536947521388631 0 0 6083414041971195937
6221536947492487743 0 1411510 5943996465765810679
6221536947510968896 0 0 6093098780890628129
6221536947534757975 0 0 6083414041971195937
6221536947529318975 2 1450786 6067133946960740547
6221536947534561855 0 0 6067133946960740547
6221536947538362943 2 1450786 6067133946960740547
6221536947545112663 2 1450768 6083414041971195937
6221536947497467991 0 38648 5954181972134986232
6221536951784571003 2 1450768 6185485374259397594
6221536951790207099 0 0 6185485374259397594
6221536951830184023 0 1411510 6083414041971195937
6221536951806066811 0 0 6185485374259397594
6221536951832608855 0 0 0
6221536951825203775 0 1404996 5943996465765810679
6221536951840407639 0 0 6060792590966849728
6221536951815635519 0 1450786 6067133946960740547
6221536956089238080 2 1450768 6221536419258040896
6221536956143108183 2 1450768 6102389576835924162
6221536956120564288 0 0 6221536419258040896
6221536956136095831 0 1450768 6083414041971195937
6221536956106342975 0 0 6067133946960740547
6221536960397246551 0 0 6102389576835924162
6221536960375358016 0 0 6221536419258040896
6221536960378306717 0 0 0
6221536960385384640 0 0 5945119784401240409
6221536960404586583 0 0 6102389576835924162
6221536960388595961 0 0 6100542135312973857
6221536960406880413 0 0 6205883080227684476
6221536960429293655 2 1450768 6102389576835924162
6221536960403472471 2 1477821 6221133263541240384
6221536960413565015 0 1477821 6221133263541240384
6221536960398950487 0 0 21115187729
6221536960430604411 0 0 0
6221536960394625599 0 0 6067133946960740547
6221536960387285568 2 1450768 6221536419258040896
6221536960377847995 0 38648 5907216113895866688
6221536960403341399 0 38648 0
6221536964739530839 0 1451641 6203943095001675786
6221536964704272541 2 1450768 6221536698399195293
6221536964709843101 0 0 6221536698399195293
6221536964683235904 0 1411510 6221536419258040896
6221536964715479197 0 0 6221536698399195293
6221536964680155323 0 352777 6218073679147107279
6221536964718231709 2 1450768 6221536698399195293
6221536964723015803 0 1404447 6116929196476334169
6221536964677599389 0 38648 6205883080227684476
6221536964685201657 0 38648 6100542135312973857
6221536964715086016 0 38648 5945119784401240409
6221536969013592256 2 1396020 6208895243842811923
6221536968983707805 0 1411510 6221536698399195293
6221536969008021591 0 0 21115187729
6221536969009004631 0 0 6221133263541240384
6221536964727013533 0 38648 0
6221536973258162425 2 1450768 6211153962840160271
6221536973261046009 0 0 6211153962840160271
6221536973274022137 0 1411510 6211153962840160271
6221536973264060665 0 0 6211153962840160271
6221536973307183191 0 0 6085665377906720963
6221536969029190208 0 1450768 6221536419258040896
6221536973291389085 0 1450768 6221536698399195293
6221536973259538519 0 352777 6126374692850893779
6221536973266551033 2 1450768 6211153962840160271
6221536973298401367 0 0 6221133263541240384
6221536973261308480 0 38648 6093098780890628129
6221536977604182591 0 0 6218566062794342976
6221536977558896889 0 1450768 6211153962840160271
6221536977591795799 0 1365972 6085665377906720963
6221536981899935936 2 1396020 5940613251342336379
6221536986146603095 0 1404996 6085665377906720963
6221536986158858427 2 1450768 17691172866
6221536981870379257 0 0 5987571829575975159
6221536986152173755 0 352777 6023142542546108428
6221536986156761337 0 38648 5987571829575975159
6221536990445764695 2 1396020 5940613251342336379
6221536990456250943 2 1396020 5985626333928292432
6221536990467195067 0 0 17691172866
6221536990473486523 0 0 17691172866
6221536990469882048 0 0 5940613251342336379
6221536990469030464 0 0 21527147161
6221536990473420992 0 1365972 5940613251342336379
6221536990476042427 2 1450768 17691172866
6221536994784969279 2 1396020 6098599319737598147
6221536994742895167 0 1396020 5985626333928292432
6221536994734440635 0 1411510 17691172866
6221536994737914105 0 0 0
6221536994750366271 0 0 5985626333928292432
6221536994768322747 0 1450768 17691172866
6221536994745450745 0 0 5860411110811828567
6221536994765504704 0 0 6130880736309936704
6221536994759737919 0 1365972 5985626333928292432
6221536994752397561 0 38648 0
6221536999038058683 2 1396020 6098599319737598147
6221536999045071423 0 1411510 5985626333928292432
6221536999041270335 0 0 6098599319737598147
6221536999080264255 0 1289896 5985626333928292432
6221536999081050269 0 352777 5907542776231297292
6221536999044481599 0 1365972 6098599319737598147
6221537003336106233 2 1450786 6219543537211147215
6221537003371888727 0 352777 6126374692850893779
6221537003345478208 0 0 21527147161
6221537007622292031 0 1404996 6098599319737598147
6221537007621374144 0 1404996 5940613251342336379
6221537007625830649 0 0 6219543537211147215
6221537007627534585 2 1450786 6219543537211147215
6221537011922370647 2 1450768 6084256821918564410
6221537011949174871 0 0 6084256821918564410
6221537011957104727 0 0 6084256821918564410
6221537011950879295 0 0 0
6221537011912802553 0 1450786 6219543537211147215
6221537011918373113 0 0 6219543537211147215
6221537011920339193 0 0 6219543537211147215
6221537011968049239 2 1450768 6084256821918564410
6221537016254759099 2 1396020 6221445683736609219
6221537016263147643 2 1450768 6131358078980915323
6221537016223498327 0 1411510 6084256821918564410
6221537016244863183 2 1477821 6037691035597668407
6221537016254759119 0 1477821 6037691035597668407
6221537016230576704 0 352777 6057872988149710971
6221537016214127167 0 38648 0
6221537020546121885 2 1450768 6221490729360621775
6221537020527247483 0 0 6131358078980915323
6221537020552937629 0 0 6221490729360621775
6221537016266031311 0 0 6019216525826393040
6221537020543959163 0 0 6131358078980915323
6221537020555690141 0 0 6221490729360621775
6221537020524888151 0 1450768 6084256821918564410
6221537020552544448 2 1477821 6106461003967627321
6221537020521021632 0 352777 6218936520884617585
6221537020519579771 0 0 5944338456831525369
6221537020521218255 0 0 6037691035597668407
6221537020551889019 2 1450768 6131358078980915323
6221537020557525149 2 1450768 6221490729360621775
6221537020549005519 0 0 6037691035597668407
6221537024827326651 2 1396020 6056226731470619614
6221537024809631901 0 1411510 6221490729360621775
6221537024851902587 0 1411510 6131358078980915323
6221537024837288093 0 1450768 6221490729360621775
6221537020555428032 0 1477821 6106461003967627321
6221537024841220253 0 352777 6198490058496999611
6221537024802291904 0 1404996 6106461003967627321
6221537024826409152 0 0 6106461003967627321
6221537024835846336 0 0 6106461003967627321
6221537020558442688 0 1245286 6106461003967627321
6221537029116657751 2 1396020 6221445683736609219
6221537029115019451 0 1396020 6056226731470619614
6221537024857604219 2 1450768 6067805443613261858
6221537029104533627 0 0 6067805443613261858
6221537029114953851 0 0 6067805443613261858
6221537029120524475 0 0 6056226731470619614
6221537029128979007 0 0 6175472804770874329
6221537029104468160 0 352777 6218936520884617585
6221537029128585403 0 1365972 6056226731470619614
6221537029122424955 2 1450768 6067805443613261858
6221537033416474747 2 1396020 6221536234565599808
6221537033440854203 0 1451641 6056226731470619614
6221537033398452347 0 1411510 6067805443613261858
6221537033401073751 0 0 23853424985
6221537033408282811 0 0 6221445683736609219
6221537033421128255 0 0 6141982238935875791
6221537033428926656 2 1450786 6124952710795100173
